5446.24 	81322.71 	3405.27 	1
80774.33 	57884.91 	4219.28 	1
6748.84 	30825.87 	1394.60 	0
19835.94 	59347.29 	4903.01 	0
43420.56 	33356.90 	9598.85 	0
3148.17 	49220.90 	8682.98 	0
76872.91 	85887.95 	8822.91 	0
26638.56 	19372.71 	4989.91 	0
40187.19 	51928.72 	2496.22 	0
36978.97 	62570.82 	7448.71 	0
17422.68 	64340.97 	5161.82 	1
13673.89 	41761.10 	2505.40 	1
836.02 	99579.22 	739.93 	1
5277.72 	61974.33 	9323.21 	0
27810.04 	57543.80 	5123.84 	0
34117.87 	23881.16 	6443.33 	1
22289.71 	42943.98 	7591.26 	0
84799.73 	70649.21 	4819.93 	1
92989.65 	14543.00 	9739.81 	0
97046.92 	32006.02 	5464.62 	1
25636.78 	5102.23 	7782.77 	0
48469.57 	77541.09 	9559.70 	1
70404.51 	22165.41 	8796.00 	1
48917.91 	59266.81 	9671.68 	1
25376.57 	33335.92 	2038.56 	1
28387.18 	58660.01 	7277.48 	1
12710.26 	62057.93 	5374.81 	1
81541.92 	33508.61 	7040.59 	1
62798.68 	22570.47 	5272.53 	1
34339.59 	95111.19 	6248.02 	1
57175.25 	41820.15 	5484.73 	0
54301.10 	39460.26 	60.52 	0
17423.21 	96252.84 	7300.72 	0
59304.30 	69326.85 	5583.22 	1
48767.03 	8104.80 	5100.19 	1
77297.53 	41103.85 	1727.70 	1
3795.79 	4504.60 	6372.85 	1
42125.31 	79590.21 	2975.85 	1
71851.66 	95501.63 	9329.23 	0
95901.57 	76458.48 	7700.18 	0
16816.54 	97505.43 	3810.41 	0
16577.29 	96971.79 	4609.58 	1
33702.00 	52168.38 	92.30 	1
67778.23 	99077.21 	5745.03 	1
72252.15 	16870.78 	6627.62 	1
37893.29 	21976.11 	8833.05 	1
14749.54 	23035.91 	6965.63 	0
69920.50 	65952.92 	3959.24 	0
7921.83 	82020.28 	3598.65 	1
91733.49 	80140.63 	7728.28 	1
90937.06 	46247.08 	8183.29 	1
55741.91 	21416.02 	8339.39 	1
57832.94 	72289.49 	8328.03 	0
55384.45 	84680.17 	3944.27 	0
17018.17 	96481.52 	440.60 	0
53057.70 	4072.08 	3686.64 	0
62703.29 	69398.65 	4962.72 	0
24963.25 	61351.36 	8059.82 	1
33545.33 	30995.20 	6345.69 	1
5015.06 	70099.45 	6284.61 	0
38451.48 	86202.85 	3679.14 	0
43345.27 	89030.21 	6548.06 	1
21244.68 	79486.24 	1771.74 	1
88984.73 	95215.82 	1839.47 	0
52101.66 	7774.41 	9828.06 	0
86090.00 	9492.48 	3505.50 	1
62463.67 	93627.66 	8087.48 	1
70376.74 	42097.50 	4598.36 	0
63473.21 	94115.37 	4386.06 	0
75682.17 	98843.73 	1960.76 	0
25055.55 	54639.53 	6658.18 	1
61625.80 	41048.03 	9124.50 	1
12676.62 	93971.81 	4685.09 	0
10739.53 	97177.18 	2398.91 	0
98606.41 	21117.22 	4099.79 	1
77237.70 	53412.35 	5014.65 	0
52285.34 	55032.54 	9985.55 	1
31967.95 	74307.98 	6995.51 	0
76997.30 	36710.43 	7146.17 	1
4125.28 	62783.40 	4165.08 	0
12845.96 	10396.18 	347.48 	1
40988.00 	4828.27 	6748.14 	0
38639.12 	52468.64 	5022.41 	1
76987.80 	31929.87 	8722.04 	0
66337.47 	26735.39 	3629.99 	0
32595.02 	61803.73 	6448.29 	0
16889.20 	23123.40 	4522.45 	1
62538.53 	31684.38 	921.85 	1
53691.85 	82431.05 	1119.86 	1
43177.81 	55910.02 	5348.50 	0
91927.36 	70426.46 	702.99 	1
51445.52 	14811.84 	953.84 	1
87644.49 	7963.49 	116.47 	1
30716.94 	63299.68 	9990.94 	0
57011.86 	23745.69 	8001.91 	1
80135.65 	83770.03 	2090.69 	0
17694.49 	38016.24 	2354.96 	0
17968.59 	68227.91 	1607.21 	0
55926.01 	95579.08 	7046.27 	0
25370.73 	37771.34 	2360.08 	0
69899.81 	55457.20 	1785.70 	1
31506.73 	66477.76 	2949.86 	0
69937.57 	8993.16 	2032.41 	1
36857.07 	21637.44 	1426.60 	0
39684.08 	56894.41 	6550.47 	1
46505.46 	37606.65 	9314.99 	0
68965.81 	56298.63 	7241.00 	0
62259.75 	27900.16 	7196.50 	0
97005.46 	24261.99 	8796.99 	1
54752.31 	93041.75 	5783.00 	0
11479.96 	69984.09 	358.59 	0
30561.77 	13469.96 	9242.86 	1
2463.61 	83175.33 	3716.20 	1
93096.05 	11678.20 	1432.26 	0
4993.78 	42213.26 	5088.65 	0
77751.03 	77714.16 	1306.00 	0
85287.90 	39310.25 	2324.20 	0
44139.69 	62558.05 	2660.04 	1
82117.35 	31308.14 	2883.98 	0
71301.61 	96328.44 	3762.43 	1
65026.02 	40820.62 	1413.38 	1
90585.25 	30234.82 	1399.73 	0
55871.74 	7770.99 	5112.39 	1
61361.09 	90734.78 	9304.07 	1
35080.93 	90461.15 	3842.43 	0
58072.23 	24316.47 	2243.12 	0
39274.21 	32698.89 	9177.87 	1
48636.49 	63754.13 	2079.65 	0
57582.38 	64320.57 	3868.13 	0
83273.31 	75412.66 	4415.86 	0
74268.97 	89535.37 	2483.89 	0
90529.59 	7597.93 	6061.45 	0
61702.47 	47818.75 	6619.77 	0
23842.03 	47349.11 	9532.74 	1
12142.22 	56740.42 	3733.39 	0
59973.03 	89424.78 	4003.43 	1
3243.69 	38498.02 	7139.21 	0
33515.58 	95223.45 	9963.72 	1
92952.63 	69907.92 	7609.38 	1
1243.64 	39083.65 	1035.18 	0
61417.91 	50569.78 	5447.07 	0
50743.42 	78895.82 	9701.88 	0
17931.44 	4986.20 	3647.04 	0
47466.18 	10918.56 	7406.48 	1
21122.82 	54575.93 	9545.75 	0
6856.52 	37901.72 	6805.81 	1
30581.90 	17649.53 	456.45 	0
59026.89 	10951.48 	6610.47 	1
74420.35 	55887.89 	5362.75 	0
34875.39 	41542.89 	3425.81 	1
16796.52 	9055.85 	9188.46 	1
19813.07 	70551.98 	8696.58 	1
39588.65 	66628.53 	6019.31 	0
98070.95 	89959.50 	2643.16 	0
80994.71 	26127.30 	3214.39 	1
29834.25 	930.93 	8656.04 	1
24180.63 	2429.42 	9486.18 	1
5374.52 	11274.63 	430.20 	0
31112.21 	193.42 	4205.52 	0
73156.97 	74501.09 	708.03 	1
80651.11 	88997.77 	379.18 	0
63778.24 	83147.09 	4360.16 	1
51199.01 	3590.08 	9494.95 	0
90038.37 	88211.83 	7634.77 	0
88135.72 	70963.65 	7582.55 	0
4293.76 	81072.54 	36.02 	1
37645.65 	2724.55 	1174.87 	0
42619.51 	61845.60 	5896.48 	0
32233.75 	31969.13 	8232.04 	0
12950.83 	8167.88 	9248.64 	0
57896.10 	86749.74 	6878.84 	1
32310.30 	58618.77 	5213.96 	1
17195.81 	31496.72 	4536.46 	0
30199.78 	52316.30 	6220.40 	1
98440.77 	45241.21 	7457.04 	1
52176.31 	83591.16 	4067.37 	0
57444.73 	92423.43 	162.74 	0
77480.53 	6449.55 	9995.80 	0
40926.32 	44081.41 	1511.79 	0
61909.35 	69819.56 	145.16 	0
27724.60 	6298.26 	216.61 	1
73372.75 	25581.06 	424.45 	0
80615.35 	61875.60 	4762.59 	0
12603.32 	78841.56 	8424.11 	0
60551.55 	55058.85 	9070.13 	0
63076.27 	82058.21 	5109.56 	1
816.21 	7567.04 	4001.90 	1
31744.22 	69688.06 	5737.87 	1
98358.27 	61148.94 	6423.60 	1
31399.79 	19033.09 	4801.54 	1
29288.42 	87794.27 	3048.74 	0
37314.25 	5468.34 	9182.31 	1
82967.03 	25385.32 	9635.19 	1
6560.93 	82084.25 	4459.28 	0
24260.95 	17811.56 	1801.18 	0
88293.98 	71939.33 	3225.82 	1
69376.99 	64189.40 	759.21 	0
57180.77 	82092.14 	2436.31 	0
59545.06 	13390.95 	969.69 	0
57631.84 	67533.96 	7346.42 	1
89394.08 	37312.38 	4595.15 	1
34300.96 	71094.36 	5202.70 	1
82274.88 	28685.34 	640.43 	0
80482.77 	88542.25 	6644.01 	1
62841.37 	89724.48 	6334.23 	1
50460.23 	22606.74 	8389.46 	0
76369.71 	28851.83 	487.18 	0
77354.58 	48071.31 	8603.73 	0
8372.45 	63637.57 	8138.44 	1
12420.49 	75217.17 	2538.83 	1
91727.31 	43766.84 	1385.02 	1
84622.63 	54843.03 	7807.49 	0
50065.14 	56062.45 	5606.55 	0
8618.11 	45578.11 	745.87 	1
87842.39 	94633.23 	3160.89 	0
12288.73 	98760.41 	8021.95 	1
45591.78 	61669.90 	6431.03 	0
98776.90 	25796.63 	1979.61 	0
69129.15 	42027.77 	6420.53 	1
10071.54 	42654.56 	9807.52 	1
75951.61 	62797.79 	4344.07 	0
77406.11 	88536.83 	2477.04 	1
58196.77 	67621.58 	5278.06 	1
20023.06 	16713.06 	1062.47 	1
18128.05 	72642.81 	7451.28 	0
9360.97 	35467.07 	9888.29 	0
79844.40 	22731.78 	5668.76 	1
24954.93 	12245.51 	8617.56 	0
21191.77 	57198.48 	6851.28 	0
95727.33 	86232.95 	6399.81 	1
49849.74 	89673.63 	7264.64 	1
55990.50 	90459.65 	6941.20 	0
12994.21 	42417.93 	7752.61 	1
86675.58 	94222.97 	1248.65 	1
14785.77 	9141.67 	8412.59 	1
77531.44 	89011.66 	6519.87 	0
93832.63 	59556.16 	4051.80 	0
16612.27 	46538.57 	9942.57 	0
93136.48 	41980.30 	2711.77 	1
99209.17 	67778.14 	1309.45 	1
49728.73 	51092.03 	3311.96 	0
78913.09 	33990.00 	7427.97 	1
67115.88 	18383.65 	4804.72 	1
56130.59 	17909.32 	2858.75 	1
24368.11 	94804.14 	4176.80 	0
19161.96 	65574.66 	3741.20 	0
54675.07 	40816.62 	5959.04 	1
75995.25 	96712.79 	830.67 	0
90119.68 	36042.96 	2415.50 	1
62866.19 	62652.56 	8824.09 	0
46155.27 	40676.48 	9998.87 	0
68928.76 	30820.90 	167.92 	1
44150.94 	11423.67 	9451.73 	0
94169.24 	38845.71 	4712.01 	0
91263.11 	7970.87 	6044.53 	0
60522.38 	10871.67 	1957.37 	1
61733.18 	21808.57 	2561.67 	1
90010.49 	41691.08 	4544.83 	0
7284.92 	10220.52 	2722.36 	1
71634.13 	91664.07 	7432.02 	1
61012.30 	35504.71 	8114.15 	1
43244.59 	26218.79 	6067.73 	0
58011.37 	72299.29 	3113.24 	1
42755.78 	26627.69 	3435.50 	0
19362.37 	88338.75 	5519.12 	0
7593.82 	81369.01 	8829.80 	1
36785.68 	92307.65 	1988.92 	0
13001.55 	5135.45 	7222.71 	1
52320.95 	96528.35 	3060.24 	1
64957.84 	39674.61 	6173.41 	0
37177.98 	19732.70 	5338.84 	1
30455.75 	36864.12 	1309.41 	0
54598.66 	52520.90 	7912.04 	1
79785.41 	16714.43 	6260.99 	1
73028.23 	52430.28 	9758.30 	1
78740.88 	69517.16 	1823.23 	0
25207.57 	90593.26 	390.59 	0
29829.45 	41618.14 	9509.31 	1
15143.11 	38007.80 	787.08 	1
43911.17 	26935.92 	1419.51 	1
8135.58 	57772.44 	5367.34 	1
65645.00 	84213.42 	6522.37 	0
36341.61 	78730.36 	7748.76 	1
43576.68 	68050.75 	5720.14 	1
93427.62 	84180.61 	4307.14 	1
37119.67 	50801.47 	105.64 	0
34598.33 	875.04 	1401.10 	1
68980.00 	29183.26 	3713.30 	0
13255.41 	58008.21 	2275.16 	1
28952.14 	97766.54 	5561.51 	1
88029.01 	18690.31 	3082.50 	1
10200.33 	61264.92 	1008.61 	1
14219.47 	83302.96 	2285.28 	1
69428.29 	74198.50 	7697.29 	0
82529.34 	99987.16 	9997.89 	0
34008.24 	97859.57 	4165.57 	0
78869.85 	23032.94 	8938.84 	1
32465.19 	5575.90 	9877.52 	1
95570.16 	55724.35 	9654.01 	1
11034.66 	33713.95 	6092.84 	1
30382.43 	50919.40 	7299.52 	1
8151.23 	75287.30 	8725.76 	1
87120.67 	61363.52 	288.59 	1
61296.86 	54653.61 	7234.02 	1
88717.40 	54144.96 	3462.48 	1
37858.85 	59655.66 	1369.74 	0
60438.75 	82498.50 	911.88 	1
87958.93 	67917.13 	36.96 	1
61144.36 	93855.76 	1690.65 	1
54294.54 	57831.87 	2493.16 	1
11834.42 	82784.76 	3965.15 	0
56387.55 	43019.25 	3888.35 	0
19440.94 	16286.97 	5102.89 	0
62414.41 	39377.13 	3844.30 	0
13443.73 	94899.95 	6864.14 	0
87600.72 	51809.91 	8.78 	0
98453.48 	34845.76 	5342.43 	1
75281.36 	96765.23 	6269.96 	0
93831.95 	19035.28 	1672.57 	0
4702.14 	23036.38 	1120.22 	0
58048.89 	94283.67 	8446.27 	0
17164.69 	99497.04 	8810.61 	1
78584.84 	50847.06 	5554.91 	1
77156.29 	31667.44 	4263.57 	0
25952.30 	90180.60 	7784.26 	1
70294.50 	17772.66 	2624.21 	1
5680.42 	83220.20 	4701.64 	1
13232.22 	47865.86 	381.36 	0
67297.89 	21041.09 	4111.24 	1
83641.81 	14385.63 	6640.48 	1
85499.58 	22840.76 	3081.81 	0
83098.50 	58184.95 	4513.62 	1
44856.98 	9803.80 	5143.85 	0
43592.18 	59103.65 	3015.24 	1
78121.95 	56339.67 	2104.83 	1
12483.58 	23799.37 	8519.52 	1
89360.94 	50717.55 	8529.76 	1
70621.36 	60626.34 	9234.30 	1
7735.72 	92173.32 	1934.43 	0
79879.49 	79622.64 	6790.57 	1
72922.49 	65748.74 	1514.31 	1
61503.56 	88074.38 	5593.77 	0
43326.16 	9422.76 	6286.22 	0
6098.47 	91586.68 	3878.47 	1
89846.95 	60774.63 	617.48 	1
77024.96 	31529.59 	8416.93 	0
49089.70 	2418.46 	543.93 	1
7997.91 	98426.87 	1514.43 	1
68760.41 	99067.34 	15.23 	1
89594.53 	13555.75 	464.40 	1
326.37 	59654.89 	5486.50 	1
16754.73 	57311.99 	9794.60 	1
43084.86 	55860.18 	2258.59 	1
26736.61 	7516.90 	8679.68 	1
66672.05 	2734.28 	289.39 	1
94115.86 	54991.70 	9809.81 	0
88867.96 	81076.82 	5795.95 	0
74883.72 	4502.89 	5359.53 	0
70438.51 	44724.10 	3735.40 	0
84230.61 	55859.52 	6072.94 	0
19561.51 	94420.64 	5660.35 	1
56174.32 	15585.51 	531.33 	1
13310.02 	21288.87 	7673.13 	0
4985.65 	76605.68 	7861.88 	0
59264.36 	80989.44 	6190.94 	0
15328.82 	55095.18 	3085.61 	0
3280.23 	20958.79 	4687.96 	0
16481.64 	23305.11 	4954.92 	1
70512.51 	40445.08 	4368.95 	1
78516.46 	94894.65 	7972.04 	0
85960.98 	54507.87 	5443.18 	0
99892.10 	72481.75 	4819.56 	0
55536.43 	20415.06 	5812.30 	1
64189.93 	28084.06 	9443.96 	0
36613.73 	47019.42 	239.51 	1
25884.94 	97434.17 	2437.16 	0
21388.00 	17237.32 	5971.49 	1
97028.24 	36317.73 	3873.72 	1
96041.42 	44969.69 	42.25 	0
77066.07 	4058.22 	3701.69 	1
7692.93 	9345.73 	5300.38 	0
69106.44 	38476.42 	9854.71 	0
71478.52 	63324.46 	6963.77 	0
97944.94 	16190.32 	4607.22 	0
63446.66 	65392.20 	4301.81 	1
28496.75 	80510.24 	6627.51 	1
7141.53 	35277.31 	8574.69 	1
53053.07 	49491.00 	4706.03 	1
47434.49 	13422.05 	9609.24 	1
50595.85 	7722.85 	8692.25 	0
1976.48 	6327.86 	5407.36 	1
67405.21 	52386.39 	8298.27 	0
71515.06 	83871.05 	2633.51 	1
2567.06 	10900.37 	6711.35 	1
14265.63 	14905.97 	4052.20 	1
50279.61 	53099.36 	967.74 	1
49596.49 	46084.60 	1129.90 	1
43513.15 	1739.54 	7871.22 	0
98663.51 	76029.71 	3844.14 	1
57817.70 	5660.63 	1250.39 	1
46134.31 	43004.53 	1732.12 	0
36861.83 	54221.32 	718.71 	1
49357.61 	46701.25 	4308.07 	1
66456.93 	80969.17 	4674.70 	1
12344.60 	91333.17 	2074.48 	1
48605.77 	8225.54 	7288.75 	1
77449.84 	90802.66 	3272.67 	0
56441.82 	2275.95 	1108.95 	1
44922.48 	74943.64 	3431.48 	1
75924.32 	31860.52 	8149.67 	1
65284.47 	45506.45 	2989.09 	1
91683.57 	91098.88 	6388.98 	1
92341.63 	12979.75 	6289.92 	0
77965.23 	98454.77 	927.79 	1
51100.47 	34939.13 	9026.54 	0
79678.96 	38669.14 	4006.28 	1
32847.40 	74077.09 	6121.35 	1
81940.72 	41552.87 	2835.93 	0
4346.59 	39769.68 	9838.25 	0
76763.64 	63601.13 	4761.70 	1
81127.65 	15736.34 	1887.66 	1
19647.41 	1627.28 	2936.12 	1
80275.83 	28063.43 	4844.29 	0
99305.59 	6483.02 	6674.52 	1
51066.87 	9015.25 	9684.83 	0
88672.12 	23181.69 	4986.33 	0
8089.29 	60927.95 	8228.28 	1
93761.59 	15266.79 	4377.17 	1
95665.79 	72517.58 	4661.74 	0
32150.28 	73559.90 	5347.73 	0
36111.16 	38936.59 	5136.43 	0
95036.63 	63407.54 	4415.40 	0
4742.26 	97252.27 	1473.87 	0
50818.86 	36624.47 	6550.56 	0
88699.64 	33756.40 	1455.58 	0
91679.40 	57969.38 	5146.99 	1
40340.51 	29925.63 	6133.31 	0
11392.96 	56973.02 	4097.86 	1
47125.08 	4399.45 	5150.43 	0
6997.40 	71842.27 	8913.97 	0
27388.63 	58657.65 	2807.73 	1
47445.29 	32508.03 	6706.14 	1
92732.14 	75383.06 	6004.92 	0
20157.74 	63389.17 	1462.12 	1
23133.96 	10066.46 	2154.07 	1
15333.71 	91725.52 	2506.59 	0
37262.74 	4330.39 	4486.11 	0
72166.59 	50675.56 	9904.34 	1
89266.07 	6479.93 	4330.77 	1
60914.95 	83682.12 	6009.29 	1
71578.08 	96960.89 	5955.92 	0
98606.21 	77425.41 	4154.08 	0
92412.96 	50546.27 	3205.01 	0
37094.98 	99493.96 	1114.19 	0
70046.92 	46424.17 	2669.76 	0
9522.69 	50387.46 	3644.29 	0
61494.38 	46143.18 	8484.85 	1
96354.41 	2322.72 	8174.73 	0
43317.24 	62101.40 	7839.45 	1
56360.96 	84297.13 	6398.11 	0
73235.95 	5879.18 	7715.37 	1
2962.83 	38374.79 	659.94 	0
91587.91 	69456.94 	1899.48 	1
3443.19 	67075.27 	8462.81 	0
91334.89 	51228.96 	3206.87 	0
54434.12 	72081.56 	9390.95 	0
98454.72 	12474.36 	1910.54 	0
51583.12 	83799.82 	9278.94 	0
35768.94 	42018.17 	7304.05 	1
60923.53 	48661.18 	96.86 	1
16775.30 	30876.51 	6137.45 	1
18774.41 	80547.75 	1161.12 	0
66600.12 	43924.55 	6343.75 	0
33074.71 	13709.38 	9289.11 	1
49180.21 	54559.30 	8034.48 	1
55341.53 	60901.68 	1123.90 	1
68834.43 	95168.50 	2207.21 	0
53736.96 	45856.16 	12.88 	0
11772.00 	4529.07 	3834.42 	1
5144.70 	22626.68 	2053.92 	1
42132.73 	7805.61 	5875.99 	0
73892.83 	36643.31 	1840.67 	0
69199.00 	14365.58 	6786.86 	1
15999.73 	8524.09 	9090.26 	0
99602.77 	1501.35 	5905.94 	1
77730.81 	22581.69 	4404.81 	0
16074.27 	32512.62 	3649.64 	0
41223.36 	26611.71 	2537.64 	0
95797.53 	8622.60 	4831.42 	0
78885.25 	52608.45 	6102.57 	1
68011.46 	45139.37 	4920.06 	1
14167.28 	28656.30 	3176.82 	0
24333.99 	71498.53 	6467.23 	0
73751.94 	16963.02 	4508.32 	0
96841.58 	62987.11 	4667.95 	0
66726.24 	64030.66 	8825.62 	0
24965.11 	47815.75 	4893.99 	1
5313.12 	30936.50 	6654.20 	0
44291.88 	16093.80 	2587.64 	1
49424.33 	10405.90 	7427.43 	1
75105.95 	55015.60 	2785.41 	0
65884.62 	8024.43 	6685.54 	1
10412.53 	30317.59 	9396.02 	0
21051.21 	64394.27 	2340.31 	1
89018.37 	80756.23 	7782.22 	1
27070.95 	34287.15 	8126.86 	0
47713.99 	90716.56 	5941.20 	0
32348.46 	33919.00 	965.81 	0
81836.84 	92845.43 	8330.25 	1
73269.76 	14679.51 	2687.41 	1
70949.23 	91944.01 	4588.13 	0
42935.30 	89974.59 	4374.18 	0
11378.17 	51578.65 	8507.55 	0
12858.68 	93062.86 	4759.69 	1
69013.29 	24758.71 	7807.30 	0
46532.85 	64957.24 	2084.10 	0
87502.24 	10268.45 	8873.87 	0
80222.40 	56403.35 	7760.46 	0
65389.97 	70581.52 	2198.67 	0
71206.76 	25836.33 	3326.86 	1
23188.92 	7723.49 	532.91 	0
94322.90 	88774.52 	6826.47 	0
48889.15 	32753.46 	3645.15 	0
77571.96 	82344.04 	7839.47 	0
19377.50 	84374.63 	3890.69 	0
7256.64 	70757.29 	6921.97 	1
50659.97 	85773.92 	5416.84 	1
90623.46 	38350.97 	3487.82 	0
80683.92 	60047.50 	4756.45 	0
49229.92 	31053.24 	607.89 	0
24831.34 	78179.34 	506.24 	1
57299.30 	92847.76 	3305.29 	1
55822.00 	64332.30 	9852.15 	1
58144.70 	90083.81 	4020.46 	1
11142.64 	27456.82 	3734.45 	1
69039.46 	78513.87 	2994.74 	0
96049.20 	90302.44 	3010.97 	0
34066.55 	71469.91 	9008.16 	1
91120.30 	80297.33 	9159.36 	0
72757.60 	97745.64 	2797.39 	1
42597.66 	82079.41 	3030.30 	0
36706.47 	58334.91 	7953.28 	0
45789.20 	21191.21 	440.00 	1
94917.73 	82958.73 	6169.66 	0
14870.60 	95939.17 	8248.84 	0
93009.57 	4549.33 	7882.61 	1
100000.00 	59652.34 	5022.00 	Bµã
